"ticket_id","ticket_trace/contact"
439500,"439500, 1"
71821,"71821, 1"
449545,"79612-281134-449545, 0"
141245,"141245, 2"
174645,"174645, 3"
377242,"209661-288621-377242, 3"
47924,"47924, 4"
200300,"200300, 4"
212628,"321606-212628, 0"
410511,"410511, 0"
460445,"460445, 4"
377421,"377421, 1"
170629,"170629, 0"
461595,"20240-461595, 4"
11382,"11382, 0"
499528,"499528, 1"
480529,"353463-480529, 4"
455665,"50865-156085-455665, 2"
374629,"374629, 1"
457157,"345389-457157, 3"
188031,"126315-188031, 1"
343219,"343219, 2"
15081,"15081, 0"
286574,"286574, 4"
423212,"221177-262747-271292-389525-423212, 3"
380832,"214524-380832, 0"
239540,"142289-239540, 2"
482992,"221185-443772-482992, 3"
409859,"321204-402992-409859, 3"
358783,"358783, 0"
149561,"149561, 2"
457934,"457934, 3"
243734,"243734, 4"
305678,"305678, 4"
91946,"91946, 0"
406760,"180960-406760, 0"
155803,"155803, 2"
223914,"189266-223914, 3"
456132,"275556-291825-456132, 4"
258381,"111148-258381, 1"
222494,"131330-222494, 3"
162821,"162821, 4"
305370,"267974-305370, 3"
499225,"59588-499225, 0"
428297,"428297, 3"
329005,"167455-329005, 0"
247568,"247568, 0"
348918,"37173-348918, 1"
336189,"336189, 1"
166024,"351653-166024, 1"
40576,"40576, 4"
143742,"31829-143742, 3"
215614,"15412-215614, 0"
115919,"115919, 0"
17522,"17522, 0"
462837,"221530-453036-462837, 1"
70607,"70607, 2"
461732,"461732, 3"
256457,"196562-256457, 1"
436432,"436432, 3"
455873,"414447-455873, 4"
246117,"246117, 4"
142421,"142421, 3"
460801,"313030-460801, 2"
214935,"156149-214935, 3"
497791,"497791, 4"
284235,"11668-284235, 0"
137802,"55117-137802, 2"
474630,"229423-415045-474630, 0"
10464,"10464, 4"
371249,"385240-258548-371249, 4"
494987,"33397-401164-494987, 4"
351502,"351502, 1"
212067,"212067, 1"
399262,"327404-399262, 2"
443948,"443948, 2"
156101,"156101, 2"
493838,"493838, 2"
166093,"166093, 1"
414859,"414859, 2"
484184,"397893-426652-484184, 4"
24406,"24406, 2"
397533,"397533, 0"
422869,"422869, 3"
299783,"299783, 0"
360203,"118899-277315-295093-360203, 3"
260072,"260072, 0"
343385,"351274-343385, 2"
357402,"357402, 0"
478383,"478383, 2"
465854,"465854, 1"
391701,"391701, 0"
116654,"57519-116654, 2"
443104,"196945-136936-173431-200947-443104, 0"
345375,"345375, 4"
102857,"102857, 1"
399718,"26245-399718, 1"
436856,"367910-436856, 2"
223687,"34299-223687, 0"
119183,"119183, 0"
382289,"193829-382289, 2"
279494,"279494, 3"
97093,"32532-97093, 2"
274239,"274239, 1"
254962,"254962, 4"
196280,"368718-196280, 3"
284269,"102381-213389-284269, 0"
468705,"468705, 3"
298212,"298212, 0"
444157,"120323-357801-444157, 4"
149961,"149961, 0"
180370,"180370, 1"
441004,"221192-441004, 1"
499825,"499825, 2"
372474,"372474, 4"
300300,"83290-60485-300300, 4"
380140,"380140, 2"
401849,"368442-401849, 0"
450327,"19857-450327, 2"
497678,"51972-490561-497678, 0"
408976,"252621-408976, 0"
106587,"106587, 3"
119002,"119002, 4"
470583,"312987-470583, 1"
250735,"250735, 2"
419934,"18223-419934, 1"
304088,"213614-304088, 1"
312893,"9482-273961-312893, 1"
484446,"155363-374040-484446, 4"
406469,"31438-406469, 4"
267611,"267611, 4"
39003,"39003, 3"
320841,"320841, 1"
451987,"451987, 2"
394330,"152786-394330, 3"
338953,"338953, 3"
413916,"253707-413916, 1"
222681,"222681, 3"
392386,"392386, 0"
346049,"346049, 1"
429232,"429232, 1"
130477,"130477, 2"
228899,"228899, 4"
99933,"99933, 0"
242012,"242012, 0"
158545,"158545, 3"
25503,"51888-25503, 3"
63183,"63183, 4"
192089,"82184-192089, 2"
280338,"280338, 0"
413489,"412346-413489, 3"
421032,"421032, 3"
303870,"303870, 1"
265552,"265552, 4"
497596,"153087-497596, 1"
203651,"203651, 0"
248973,"248973, 4"
117473,"117473, 2"
461893,"358652-461893, 1"
233883,"113061-233883, 2"
331669,"331669, 1"
384107,"105684-384107, 3"
268878,"268878, 1"
279106,"259320-279106, 3"
122518,"61940-122518, 1"
294388,"157846-294388, 1"
128302,"128302, 2"
19128,"19128, 1"
441244,"441244, 4"
210802,"210802, 0"
430871,"430871, 0"
252359,"230754-252359, 4"
264488,"264488, 4"
119801,"119801, 4"
238526,"238526, 4"
379373,"261023-379373, 2"
94016,"94016, 4"
494479,"494479, 1"
299758,"299758, 1"
102018,"102018, 2"
400469,"400469, 1"
151965,"151965, 2"
193004,"193004, 4"
109991,"11722-109991, 4"
456402,"456402, 2"
335179,"335179, 3"
471290,"316321-471290, 4"
470218,"470218, 1"
48346,"48346, 4"
464969,"464969, 1"
393178,"393178, 0"
356875,"356875, 3"
101079,"24300-101079, 0"
461554,"461554, 1"
485429,"46416-485429, 0"
446381,"446381, 3"
412206,"307079-412206, 1"
437162,"274914-437162, 1"
481064,"194091-338629-481064, 2"
232183,"153168-232183, 4"
190954,"90912-183274-190954, 0"
293615,"293615, 3"
318615,"318615, 2"
440659,"307002-440659, 1"
78338,"78338, 3"
30463,"30463, 2"
136710,"161820-136710, 1"
28062,"28062, 2"
206795,"206795, 4"
453928,"300026-307678-476141-453928, 3"
445775,"445775, 0"
496414,"496414, 3"
431709,"431709, 2"
416061,"416061, 3"
442804,"157359-442804, 4"
163926,"163926, 3"
78862,"78862, 2"
333377,"333377, 3"
355501,"355501, 2"
307948,"307948, 2"
473982,"26862-224148-473982, 2"
418963,"58265-418963, 3"
58818,"58818, 4"
428216,"428216, 2"
52990,"52990, 1"
181145,"181145, 3"
425263,"283508-425263, 4"
305226,"305226, 1"
297999,"149957-297999, 2"
273961,"312893-273961, 3"
348868,"246683-12527-272611-348868, 0"
396489,"396489, 1"
152762,"55312-152762, 4"
182888,"182888, 1"
322466,"322466, 3"
316696,"113883-316696, 4"
293127,"293127, 0"
481028,"481028, 0"
12939,"12939, 4"
235073,"235073, 4"
105747,"105747, 4"
197357,"120995-197357, 3"
10346,"10346, 2"
261012,"261012, 1"
227655,"10124-204266-227655, 1"
97110,"97110, 3"
298529,"298529, 1"
398305,"19037-398305, 1"
359250,"359250, 2"
263829,"263829, 1"
333630,"171696-333630, 2"
64039,"64039, 2"
480511,"45996-480511, 0"
350056,"16858-350056, 0"
197958,"197958, 1"
136474,"136474, 0"
384843,"272808-384843, 3"
282519,"13951-282519, 0"
461349,"29407-339112-461349, 2"
73334,"73334, 1"
304940,"233460-304940, 1"
428317,"35155-428317, 1"
97650,"97650, 3"
308437,"308437, 1"
498820,"498820, 4"
485289,"259952-485289, 4"
185160,"185160, 2"
20802,"20802, 3"
218188,"187398-218188, 3"
34923,"34923, 2"
130929,"130929, 2"
304107,"235020-304107, 1"
232629,"232629, 4"
387413,"210235-387413, 1"
77871,"77871, 3"
410480,"410480, 1"
67404,"67404, 4"
267674,"267674, 3"
381666,"381666, 4"
90730,"90730, 2"
255448,"255448, 4"
373870,"373870, 4"
120969,"120969, 0"
239089,"106530-239089, 4"
108550,"263542-108550, 1"
305551,"305551, 0"
377475,"377475, 2"
145752,"145752, 1"
231967,"231967, 3"
347137,"95282-347137, 2"
19711,"19711, 0"
161143,"161143, 1"
320751,"320751, 0"
355505,"163532-355505, 0"
270025,"270025, 1"
9861,"9861, 1"
420833,"420833, 1"
474986,"18285-474986, 0"
143012,"442903-143012, 3"
456133,"456133, 4"
366425,"366425, 2"
183022,"183022, 4"
496113,"496113, 0"
329975,"329975, 1"
377915,"377915, 4"
210265,"210265, 2"
310970,"202677-310970, 3"
79223,"18594-79223, 3"
227417,"227417, 4"
279084,"149859-174879-279084, 2"
68912,"59995-68912, 2"
445969,"445969, 3"
43950,"43950, 3"
340809,"300446-340809, 2"
288938,"284218-288938, 4"
203327,"37085-203327, 3"
288162,"288162, 3"
365238,"365238, 0"
449451,"235868-402126-44916-449451, 1"
271378,"106150-271378, 1"
475683,"475683, 3"
358408,"238183-358408, 3"
443116,"443116, 0"
16557,"16557, 0"
296567,"296567, 0"
443839,"443839, 0"
407958,"407958, 4"
30624,"30624, 2"
227742,"421960-227742, 4"
132211,"132211, 1"
75615,"75615, 2"
436945,"417837-436945, 3"
233666,"49835-233666, 0"
115247,"115247, 3"
237976,"135958-237976, 4"
95995,"95995, 1"
383932,"68814-383932, 4"
470420,"470420, 1"
209580,"209580, 0"
361579,"361579, 2"
442760,"442760, 0"
127348,"127348, 0"
267219,"267219, 4"
458503,"458503, 2"
342522,"342522, 0"
135446,"135446, 4"
301970,"301970, 3"
338088,"256990-338088, 3"
145359,"145359, 4"
453598,"453598, 0"
265581,"265581, 4"
390865,"49219-346450-390865, 1"
354947,"354947, 0"
63290,"63290, 0"
92389,"92389, 2"
268253,"268253, 4"
202871,"165784-202871, 4"
465018,"465018, 3"
154656,"154656, 1"
112108,"112108, 0"
278642,"278642, 4"
280261,"51895-280261, 2"
160015,"160015, 3"
46023,"46023, 2"
159801,"159801, 4"
151569,"151569, 4"
411306,"411306, 2"
46736,"46736, 4"
238636,"238636, 4"
254702,"254702, 1"
275877,"275877, 2"
353453,"174998-230558-353453, 1"
498155,"382485-434480-436613-498155, 2"
339933,"339933, 1"
266578,"266578, 2"
192460,"33183-129790-192460, 3"
29246,"29246, 3"
303469,"303469, 4"
407831,"407831, 3"
475757,"475757, 1"
392269,"75970-392269, 1"
102877,"102877, 1"
213540,"39347-213540, 3"
439703,"348104-439703, 1"
202528,"202528, 1"
386080,"279755-283256-386080, 0"
381249,"381249, 4"
390745,"390745, 4"
464084,"25744-350336-464084, 3"
218513,"215567-218513, 1"
55133,"55133, 2"
468527,"468527, 3"
486952,"139712-401890-486952, 4"
405737,"314145-405737, 0"
244127,"244127, 1"
496779,"496779, 3"
258433,"258433, 2"
404429,"404429, 3"
301578,"170956-77002-234960-301578, 0"
300535,"300535, 0"
193881,"193881, 4"
293163,"293163, 1"
421665,"421665, 1"
66398,"66398, 0"
42203,"42203, 4"
322238,"192204-322238, 1"
200319,"200319, 3"
84905,"84905, 0"
85973,"85973, 4"
298080,"298080, 1"
387144,"200259-387144, 2"
228178,"47195-83097-153969-228178, 3"
341392,"297387-341392, 1"
493885,"493885, 4"
119112,"119112, 2"
39497,"484954-39497, 2"
496290,"496290, 0"
368266,"12255-368266, 3"
205131,"205131, 3"
377349,"377349, 2"
46127,"46127, 3"
480076,"480076, 0"
438779,"438779, 3"
34573,"34573, 1"
46101,"46101, 4"
474883,"260639-287740-474883, 4"
85248,"85248, 4"
204689,"152854-204689, 2"
305998,"305998, 4"
299871,"299871, 0"
86815,"86815, 4"
218862,"218862, 3"
394890,"394890, 2"
369734,"369734, 0"
245469,"245469, 0"
361326,"361326, 0"
128546,"128546, 1"
229501,"229501, 1"
470417,"317575-470417, 1"
452345,"452345, 0"
273530,"84969-273530, 1"
346583,"135620-346583, 2"
288658,"288658, 3"
41624,"125691-41624, 3"
75897,"75897, 4"
345575,"345575, 0"
499963,"458907-499963, 0"
85899,"495513-85899, 2"
221052,"221052, 4"
178923,"178923, 0"
124400,"124400, 1"
417338,"417338, 1"
410414,"213062-311966-410414, 4"
414391,"414391, 2"
133071,"133071, 3"
393083,"393083, 3"
454310,"293095-454310, 1"
24998,"24998, 4"
288595,"140019-288595, 3"
222635,"222635, 0"
487105,"48910-104742-487105, 4"
364190,"217786-364190, 2"
454212,"454212, 0"
215109,"215109, 2"
246485,"246485, 2"
364519,"364519, 0"
251241,"251241, 4"
143546,"143546, 0"
422385,"422385, 2"
322287,"253921-322287, 0"
69065,"13171-69065, 0"
223004,"15292-223004, 2"
242734,"52726-65824-242734, 0"
93100,"93100, 2"
256489,"256489, 1"
31568,"31568, 3"
395136,"66646-395136, 2"
14954,"14954, 1"
298256,"298256, 2"
353149,"231028-353149, 4"
439951,"291075-310855-439951, 0"
388570,"388570, 0"
343794,"343794, 0"
351387,"351387, 3"
334063,"28013-334063, 1"
16345,"16345, 4"
12061,"12061, 3"
453569,"453569, 3"
148439,"53770-148439, 1"
171594,"171594, 1"
292168,"292168, 4"
319094,"137980-258294-319094, 2"
10744,"10744, 4"
475672,"475672, 0"
19990,"19990, 1"
327907,"155661-327907, 0"
329051,"62253-329051, 3"
12950,"12950, 2"
150593,"150593, 3"
147432,"147432, 3"
475132,"475132, 0"
